11208 ,11079 ,8846 ,4764 ,9031 ,4807 ,2467 ,1911 ,1959 ,1076 ,1223 ,2236 ,1056 ,927 ,932 ,960 ,615
11214 ,5534 ,9834 ,4316 ,5591 ,587 ,1067 ,1304 ,1035 ,1247 ,532 ,330 ,990 ,1082 ,436 ,922 ,276
11220 ,5729 ,6437 ,4826 ,4365 ,2304 ,1382 ,1814 ,1323 ,1190 ,932 ,910 ,712 ,765 ,738 ,492 ,899
11226 ,16947 ,5700 ,18502 ,5941 ,10122 ,5677 ,1002 ,1197 ,1429 ,1263 ,2807 ,618 ,506 ,1698 ,817 ,663
11232 ,2361 ,2922 ,1417 ,1573 ,1296 ,493 ,1717 ,495 ,495 ,559 ,347 ,286 ,306 ,347 ,361 ,341
11238 ,6714 ,8460 ,3777 ,2161 ,4478 ,1372 ,1027 ,1487 ,1353 ,2336 ,1215 ,752 ,633 ,2325 ,486 ,349
12222 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0
10303 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0
11203 ,6374 ,3785 ,6084 ,6843 ,2255 ,2407 ,1015 ,1245 ,861 ,570 ,818 ,1072 ,643 ,695 ,1202 ,269
11209 ,4093 ,8680 ,6666 ,3712 ,964 ,1078 ,1505 ,875 ,1320 ,1370 ,617 ,1702 ,850 ,631 ,625 ,308
11215 ,2383 ,6884 ,1757 ,2032 ,1370 ,677 ,1699 ,1898 ,1366 ,1557 ,658 ,1116 ,1197 ,1253 ,879 ,351
11221 ,15823 ,5472 ,4927 ,5429 ,5705 ,2530 ,1396 ,1617 ,1788 ,2479 ,2234 ,693 ,1349 ,2142 ,833 ,994
11233 ,8873 ,5485 ,6442 ,3970 ,4019 ,2675 ,1196 ,1266 ,1232 ,615 ,1208 ,687 ,798 ,1678 ,859 ,462
11239 ,479 ,505 ,618 ,267 ,84 ,313 ,197 ,98 ,24 ,16 ,88 ,83 ,138 ,44 ,43 ,1
11251 ,1 ,10 ,0 ,0 ,2 ,0 ,3 ,0 ,1 ,1 ,0 ,0 ,7 ,1 ,0 ,0
11204 ,3411 ,10259 ,2626 ,4741 ,682 ,918 ,886 ,1095 ,1324 ,209 ,419 ,1500 ,1055 ,267 ,696 ,244
11210 ,5004 ,5227 ,4307 ,4616 ,711 ,1702 ,1074 ,1067 ,943 ,313 ,304 ,1842 ,719 ,411 ,762 ,237
11216 ,7934 ,4177 ,5031 ,1871 ,5037 ,1895 ,1030 ,862 ,1480 ,1964 ,1455 ,648 ,535 ,2173 ,494 ,632
11222 ,3872 ,4634 ,1320 ,1931 ,2241 ,596 ,1433 ,918 ,1436 ,1532 ,1352 ,564 ,939 ,691 ,407 ,543
11228 ,1569 ,4921 ,607 ,2182 ,246 ,225 ,890 ,645 ,948 ,965 ,129 ,1118 ,804 ,200 ,558 ,74
11234 ,4570 ,8155 ,1319 ,5638 ,911 ,649 ,2215 ,2169 ,1258 ,521 ,468 ,3073 ,1416 ,560 ,1923 ,166
11378 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0
11414 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0
10023 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0
10035 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0
10473 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0
11205 ,5094 ,5170 ,1187 ,1778 ,1515 ,572 ,851 ,462 ,1034 ,1210 ,621 ,328 ,636 ,852 ,289 ,440
11211 ,7824 ,4502 ,2518 ,2267 ,5551 ,1046 ,1404 ,1429 ,1521 ,2968 ,1726 ,535 ,970 ,1051 ,618 ,903
11217 ,4085 ,5588 ,1004 ,1173 ,2712 ,534 ,1036 ,918 ,836 ,1316 ,583 ,633 ,685 ,904 ,421 ,199
11223 ,4195 ,8492 ,2302 ,4878 ,691 ,712 ,1619 ,1152 ,1478 ,457 ,579 ,1508 ,1677 ,495 ,890 ,302
11229 ,4903 ,4339 ,2896 ,4273 ,1418 ,1324 ,1840 ,1717 ,1071 ,223 ,465 ,2201 ,1372 ,428 ,911 ,182
11235 ,4281 ,5679 ,4561 ,4398 ,832 ,1022 ,1211 ,1017 ,1264 ,701 ,460 ,1181 ,1353 ,1060 ,861 ,170
11241 ,0 ,6 ,0 ,0 ,0 ,1 ,9 ,5 ,0 ,0 ,0 ,1 ,0 ,1 ,2 ,0
11385 ,0 ,0 ,0 ,0 ,0 ,0 ,17 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0
11421 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0
10306 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0
11206 ,13029 ,5190 ,3238 ,3235 ,4932 ,1531 ,1207 ,1154 ,1110 ,2379 ,1436 ,290 ,1372 ,1024 ,602 ,1090
11212 ,9140 ,3309 ,6578 ,4674 ,2316 ,3145 ,1192 ,1023 ,593 ,352 ,826 ,701 ,440 ,692 ,740 ,375
11218 ,3630 ,6801 ,4007 ,4532 ,1428 ,1247 ,1176 ,1061 ,1175 ,448 ,1159 ,1210 ,802 ,653 ,750 ,391
11224 ,3573 ,1509 ,941 ,950 ,1044 ,606 ,564 ,416 ,502 ,134 ,218 ,118 ,461 ,296 ,487 ,84
11230 ,5636 ,8371 ,5807 ,4864 ,825 ,2044 ,1063 ,1026 ,1333 ,325 ,617 ,2165 ,1149 ,670 ,681 ,347
11236 ,6677 ,5339 ,2191 ,7756 ,1281 ,1172 ,1911 ,1474 ,522 ,425 ,604 ,1766 ,940 ,554 ,1678 ,228
11242 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,9 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0
11416 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0
10019 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0
10469 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0
11201 ,7467 ,8874 ,961 ,1217 ,2151 ,347 ,1756 ,1014 ,1217 ,1572 ,1440 ,466 ,882 ,668 ,404 ,157
11207 ,11821 ,7139 ,5070 ,6958 ,4619 ,2924 ,1896 ,1916 ,1436 ,1089 ,1536 ,1001 ,1239 ,1355 ,1128 ,706
11213 ,8668 ,3549 ,8048 ,3215 ,4188 ,2924 ,907 ,779 ,1125 ,866 ,1110 ,666 ,510 ,1116 ,515 ,272
11219 ,2324 ,4994 ,2067 ,3674 ,702 ,864 ,1527 ,918 ,1113 ,802 ,314 ,992 ,790 ,422 ,688 ,221
11225 ,8705 ,4117 ,10191 ,2293 ,7116 ,2844 ,667 ,681 ,1167 ,1075 ,1823 ,640 ,486 ,929 ,377 ,297
11231 ,2554 ,3492 ,1055 ,952 ,1055 ,341 ,1147 ,713 ,934 ,679 ,345 ,655 ,747 ,461 ,351 ,145
11237 ,8855 ,3218 ,2985 ,3641 ,6269 ,1597 ,1355 ,1423 ,954 ,2541 ,2547 ,360 ,2642 ,1331 ,460 ,1088
11249 ,3917 ,2771 ,928 ,1094 ,2524 ,329 ,563 ,446 ,798 ,2205 ,1520 ,145 ,385 ,456 ,229 ,232
11417 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0
